sym,exchange,inst,ctype,tick,settlepx
STLZ23,CURVE,STL,OT,0.005,99.355
STLU24,CURVE,STL,OT,0.005,99.16
STLM24,CURVE,STL,OT,0.005,99.225
STLH24,CURVE,STL,OT,0.005,99.29
STL+13Z-34H+34M-14U,CURVE,STL,DF,0.005,
STGZ23,CURVE,STG,OT,0.005,99.355
STGU24,CURVE,STG,OT,0.005,99.16
STGM24,CURVE,STG,OT,0.005,99.225
STGH24,CURVE,STG,OT,0.005,99.29
STG+13Z-34H+34M-14U,CURVE,STG,DF,0.005,
ZQF2,CME,ZQ,OT,0.5,9990.5
SR1F2-ZQF2,CME,SR1,IS,0.5,3.5
SNA-STGH23,CURVE,SNA,IC,0.001,
SON-STLH23,CURVE,SON,IC,0.001,
STLZ22-STLH23,CURVE,STL,SP,0.005,
I:FBUT:Z21+M22+Z22,ICE,I,BF,0.005,
EUIZ21,CURVE,EUI,OT,0.005,100.54
EUI:BF Z21-M22-Z22,CURVE,EUI,BF,0.005,
LU4,ICE,L,OT,0.005,99.165
LH4-LU4,ICE,L,SP,0.005,0.125
STLH24-STLU24,CURVE,STL,SP,0.005,
L:FBUT:M22+U22+Z22,ICE,L,BF,0.005,
L:FBUT:H22+M22+U22,ICE,L,BF,0.005,
STL+12H-32M+32U-12Z,CURVE,STL,DF,0.005,
STL+12M-32U+32Z-13H,CURVE,STL,DF,0.005,
STG+12M-32U+32Z-13H,CURVE,STG,DF,0.005,
I:FBUT:H25+U25+H26,ICE,I,BF,0.005,
IU5-IH6,ICE,I,SP,0.005,0.095
STGZ24,CURVE,STG,OT,0.005,99.12
STG+14H-34M+34U-14Z,CURVE,STG,DF,0.005,
STLZ24,CURVE,STL,OT,0.005,99.12
STL+14H-34M+34U-14Z,CURVE,STL,DF,0.005,
STL+11M-31U+31Z-12H,CURVE,STL,DF,0.005,
STG+11M-31U+31Z-12H,CURVE,STG,DF,0.005,
LH3-LM3,ICE,L,SP,0.005,0.075
SO3Z3-SO3H4,ICE,SO3,SP,0.005,0.065
SONZ3-SONH4,CME,SON,SP,0.25,6.5
SONZ3,CME,SON,OT,0.25,9947.5
SONH4,CME,SON,OT,0.25,9941
SO3Z1-SO3H2,ICE,SO3,SP,0.005,0.02
SONZ1-SONH2,CME,SON,SP,0.25,1.5
SONZ1,CME,SON,OT,0.25,9994
I:PACK:M23,ICE,I,PK,0.25,
STGH25,CURVE,STG,OT,0.005,99.075
SONZ21,CURVE,SON,OT,0.005,99.935
SON-STLZ21,CURVE,SON,IC,0.001,
SNAZ21,CURVE,SNA,OT,0.005,99.935
SNA-STGZ21,CURVE,SNA,IC,0.001,
I:BND3:M21,ICE,I,FB,0.25,
IH3-IM3,ICE,I,SP,0.005,0.03
EUIM23,CURVE,EUI,OT,0.005,100.425
EUIH23-EUIM23,CURVE,EUI,SP,0.005,
EUIH23,CURVE,EUI,OT,0.005,100.455
SO3Z4,ICE,SO3,OT,0.005,99.24
SO3:FBUT:Z24+H25+M25,ICE,SO3,BF,0.005,
SON-STLH22,CURVE,SON,IC,0.001,
SNA-STGH22,CURVE,SNA,IC,0.001,
I:FBUT:H24+U24+H25,ICE,I,BF,0.005,
IH4-IU4,ICE,I,SP,0.005,0.1
LZ4,ICE,L,OT,0.005,99.12
SO3U3-SO3Z3,ICE,SO3,SP,0.005,0.07
SONU3-SONZ3,CME,SON,SP,0.25,7
SONU3,CME,SON,OT,0.25,9954.5
SON-STLU22,CURVE,SON,IC,0.001,
SNA-STGU22,CURVE,SNA,IC,0.001,
L:FBUT:U22+Z22+H23,ICE,L,BF,0.005,
LU1-SO3U1,ICE,L,IC,0.005,0.03
SR1M1,CME,SR1,OT,0.5,9996.5
SR1K1-SR1M1,CME,SR1,SP,0.5,1
SR1K1,CME,SR1,OT,0.5,9997.5
H2OJ1,CME,,,,
SR3Z1-SR3H2,CME,SR3,SP,0.5,1.5
SF3Z1-SF3H2,ICE,SF3,SP,0.0025,0.02
GE:PK 01Y M4,CME,GE,PK,0.25,0
SR3H3-GEH3,CME,SR3,IS,0.5,18
SR1U1,CME,SR1,OT,0.5,9995
SR1Q1-SR1U1,CME,SR1,SP,0.5,0.5
SR1Q1,CME,SR1,OT,0.5,9995.5
SR1J1-SR1K1,CME,SR1,SP,0.25,1.25
SF1J1-SF1K1,ICE,SF1,SP,0.0025,0.01
SR3:AB 01Y M2,CME,SR3,AB,0.25,9978.25
SO3M1-SO3U1,ICE,SO3,SP,0.005,0
SONM21-SONU21,CURVE,SON,SP,0.005,
SNAZ23,CURVE,SNA,OT,0.005,99.475
SNAU23-SNAZ23,CURVE,SNA,SP,0.005,
SNAU23,CURVE,SNA,OT,0.005,99.545
SONZ23,CURVE,SON,OT,0.005,99.475
SONU23-SONZ23,CURVE,SON,SP,0.005,
SONU23,CURVE,SON,OT,0.005,99.545
LZ1-SO3Z1,ICE,L,IC,0.005,0.055
SO3H3-SO3M3,ICE,SO3,SP,0.005,0.075
BTCJ1-BTCK1,CME,BTC,EQ,1,200
I:FBUT:M24+Z24+M25,ICE,I,BF,0.005,
IM4-IZ4,ICE,I,SP,0.005,0.105
I:FBUT:M23+U23+Z23,ICE,I,BF,0.005,
ZQZ1,CME,ZQ,OT,0.5,9990.5
SR1Z1,CME,SR1,OT,0.5,9994
SR3H4,CME,SR3,OT,0.5,9907
STL+14M-34U+34Z-15H,CURVE,STL,DF,0.005,
STG+14M-34U+34Z-15H,CURVE,STG,DF,0.005,
SR3U3,CME,SR3,OT,0.5,9937
SR3M3,CME,SR3,OT,0.5,9952
SR3:AB 01Y M3,CME,SR3,AB,0.25,9929.5
YIDM21,CME,YID,OT,100,988500
YICM21,CME,YIC,OT,50,990150
F1UM1,CME,F1U,OT,0.0078125,97.6875
SR3Z2-GEZ2,CME,SR3,IS,0.5,19.5
SON+12U-32Z+33H-13M,CURVE,SON,DF,0.005,
SNA+12U-32Z+33H-13M,CURVE,SNA,DF,0.005,
IZ4-IH5,ICE,I,SP,0.005,0.05
IM6,ICE,I,OT,0.005,99.85
I:FBUT:M25+Z25+M26,ICE,I,BF,0.005,
IZ5-IM6,ICE,I,SP,0.005,0.095
LM4,ICE,L,OT,0.005,99.225
SON+11Z-32H+32M-12U,CURVE,SON,DF,0.005,
SNA+11Z-32H+32M-12U,CURVE,SNA,DF,0.005,
IH5-IM5,ICE,I,SP,0.005,0.055
LH6,ICE,L,OT,0.005,98.915
STLH26,CURVE,STL,OT,0.005,98.92
SO3M6,ICE,SO3,OT,0.005,99.005
SONM26,CURVE,SON,OT,0.005,99
SNAM26,CURVE,SNA,OT,0.005,99
STLM26,CURVE,STL,OT,0.005,98.885
SON-STLM26,CURVE,SON,IC,0.001,
SR3Z1-GEZ1,CME,SR3,IS,0.5,19.5
SONZ21-SONH22,CURVE,SON,SP,0.005,
EUIU24-EUIH25,CURVE,EUI,SP,0.005,
EUIU24,CURVE,EUI,OT,0.005,100.21
EUIH25,CURVE,EUI,OT,0.005,100.1
EUIZ24-EUIH25,CURVE,EUI,SP,0.005,
EUIZ24,CURVE,EUI,OT,0.005,100.155
SNA-STGM22,CURVE,SNA,IC,0.001,
SON-STLM22,CURVE,SON,IC,0.001,
SO3U1-SO3Z1,ICE,SO3,SP,0.005,0.01
SONU21-SONZ21,CURVE,SON,SP,0.005,
L:BND2:M21,ICE,L,FB,0.25,
IM2-IH3,ICE,I,SP,0.005,0.065
IH2-IH3,ICE,I,SP,0.005,0.075
EUIM22-EUIH23,CURVE,EUI,SP,0.005,
EUIH22-EUIH23,CURVE,EUI,SP,0.005,
EUIH22,CURVE,EUI,OT,0.005,100.53
SONH27,CURVE,SON,OT,0.005,98.93
SNAH27,CURVE,SNA,OT,0.005,98.93
LM2-LU2,ICE,L,SP,0.005,0.05
STLM22-STLU22,CURVE,STL,SP,0.005,
LU6,ICE,L,OT,0.005,98.85
LM6,ICE,L,OT,0.005,98.885
L:FBUT:H26+M26+U26,ICE,L,BF,0.005,
SO3U6,ICE,SO3,OT,0.005,98.97
SO3H6,ICE,SO3,OT,0.005,99.035
SO3:FBUT:H26+M26+U26,ICE,SO3,BF,0.005,
STGM26,CURVE,STG,OT,0.005,98.885
STG+13U-33Z+34H-14M,CURVE,STG,DF,0.005,
STL+13U-33Z+34H-14M,CURVE,STL,DF,0.005,
STGZ25,CURVE,STG,OT,0.005,98.95
SONZ26,CURVE,SON,OT,0.005,98.95
SNAZ26,CURVE,SNA,OT,0.005,98.95
STGH27,CURVE,STG,OT,0.005,98.81
ZQU2,CME,ZQ,OT,0.5,9984
ZQU1,CME,ZQ,OT,0.5,9990.5
SR1U1-ZQU1,CME,SR1,IS,0.5,4.5
ZQX1,CME,ZQ,OT,0.5,9990.5
SR1X1-ZQX1,CME,SR1,IS,0.5,4.5
SF1V1,ICE,SF1,OT,0.0025,99.955
SF1U1-SF1V1,ICE,SF1,SP,0.0025,0
SF1U1,ICE,SF1,OT,0.0025,99.955
ZQN1,CME,ZQ,OT,0.5,9990.5
SR1N1-ZQN1,CME,SR1,IS,0.5,5.5
ZQM1,CME,ZQ,OT,0.5,9991
SR1M1-ZQM1,CME,SR1,IS,0.5,5.5
SF1Q1,ICE,SF1,OT,0.0025,99.9575
GE:FB 03Y M1,CME,GE,FB,0.25,0
GE:PK 01Y M5,CME,GE,PK,0.25,0
GE:PK 01Y M1,CME,GE,PK,0.25,0
ZQJ1,CME,ZQ,OT,0.25,9993
SR1J1-ZQJ1,CME,SR1,IS,0.25,5.75
AMB1H3,CFE,AMB1,OT,0.25,9967.75
AMB1K1,CFE,AMB1,OT,0.25,9991
AMB1N1,CFE,AMB1,OT,0.25,9990.875
AMB1M1,CFE,AMB1,OT,0.25,9991
AMB3M1,CFE,AMB3,OT,0.25,9990.375
GE:PS M4-M5,CME,GE,PS,0.25,0
I:FBUT:Z23+M24+Z24,ICE,I,BF,0.005,
IZ3-IM4,ICE,I,SP,0.005,0.095
IH2-IM2,ICE,I,SP,0.005,0.01
EUIH22-EUIM22,CURVE,EUI,SP,0.005,
L:FBUT:M21+U21+Z21,ICE,L,BF,0.005,
STL:BF M21-U21-Z21,CURVE,STL,BF,0.005,
SR3U1-GEU1,CME,SR3,IS,0.5,14.5
LZ1-LH2,ICE,L,SP,0.005,0.08
STL:BF Z21-H22-M22,CURVE,STL,BF,0.005,
L:FBUT:Z21+H22+M22,ICE,L,BF,0.005,
STL:BF U21-Z21-H22,CURVE,STL,BF,0.005,
L:FBUT:U21+Z21+H22,ICE,L,BF,0.005,
LU4-LH5,ICE,L,SP,0.005,0.09
STLU24-STLH25,CURVE,STL,SP,0.005,
SONM3,CME,SON,OT,0.25,9962
SONH3-SONM3,CME,SON,SP,0.25,7
SNAM23-SNAU23,CURVE,SNA,SP,0.005,
SONM23-SONU23,CURVE,SON,SP,0.005,
STL+13H-33M+33U-13Z,CURVE,STL,DF,0.005,
STG+13H-33M+33U-13Z,CURVE,STG,DF,0.005,
MPCH1,CME,MPC,OT,0.25,9995
MPCK1,CME,MPC,OT,0.25,9995.25
MPCM1,CME,MPC,OT,0.25,9995
MPCQ1,CME,MPC,OT,0.25,9995
MPCU1,CME,MPC,OT,0.25,9995
MPCX1,CME,MPC,OT,0.25,9994.25
MPCZ1,CME,MPC,OT,0.25,9994
MPCG2,CME,,,,
MPCH2,CME,,,,
MPCK2,CME,,,,
MPCM2,CME,,,,
MPCQ2,CME,,,,
MPCU2,CME,,,,
MPCX2,CME,,,,
MPCZ2,CME,,,,
MPCF3,CME,,,,
MPCH3,CME,,,,
SONH1,CME,SON,OT,0.25,9995
SONM1,CME,SON,OT,0.25,9995
SONU1,CME,SON,OT,0.25,9995
SONZ1,CME,SON,OT,0.25,9994
SONH2,CME,SON,OT,0.25,9992
SONM2,CME,SON,OT,0.25,9987.5
SONU2,CME,SON,OT,0.25,9982.5
SONZ2,CME,SON,OT,0.25,9976
SONH3,CME,SON,OT,0.25,9969.5
SONM3,CME,SON,OT,0.25,9962
SONU3,CME,SON,OT,0.25,9954.5
SONZ3,CME,SON,OT,0.25,9947.5
SONH4,CME,SON,OT,0.25,9941
SONM4,CME,SON,OT,0.25,9934.5
SONU4,CME,SON,OT,0.25,9928.5
SONZ4,CME,SON,OT,0.25,9924
SONH5,CME,SON,OT,0.25,9919.5
SONM5,CME,SON,OT,0.25,9915
SONU5,CME,SON,OT,0.25,9911
SONZ5,CME,SON,OT,0.25,9907.5
SONH6,CME,,,,
SONM6,CME,,,,
SONU6,CME,,,,
SONZ6,CME,,,,
SONH7,CME,,,,
SONM7,CME,,,,
SOAJ1,ICE,SOA,OT,0.0025,99.95
SOAK1,ICE,SOA,OT,0.005,99.95
SOAM1,ICE,SOA,OT,0.005,99.95
SOAN1,ICE,SOA,OT,0.005,99.95
SOAQ1,ICE,SOA,OT,0.005,99.95
SOAU1,ICE,SOA,OT,0.005,99.95
SOAV1,ICE,SOA,OT,0.005,99.95
SOAX1,ICE,SOA,OT,0.005,99.95
SOAZ1,ICE,SOA,OT,0.005,99.945
SOAF2,ICE,SOA,OT,0.005,99.94
SOAG2,ICE,SOA,OT,0.005,99.935
SOAH2,ICE,SOA,OT,0.005,99.93
SOAJ2,ICE,SOA,OT,0.005,99.925
SOAK2,ICE,SOA,OT,0.005,99.915
SOAM2,ICE,SOA,OT,0.005,99.9
SOAN2,ICE,SOA,OT,0.005,99.885
SOAQ2,ICE,SOA,OT,0.005,99.87
SOAU2,ICE,SOA,OT,0.005,99.855
SO3H1,ICE,SO3,OT,0.0025,99.95
SO3M1,ICE,SO3,OT,0.005,99.95
SO3U1,ICE,SO3,OT,0.005,99.95
SO3Z1,ICE,SO3,OT,0.005,99.94
SO3H2,ICE,SO3,OT,0.005,99.92
SO3M2,ICE,SO3,OT,0.005,99.875
SO3U2,ICE,SO3,OT,0.005,99.825
SO3Z2,ICE,SO3,OT,0.005,99.76
SO3H3,ICE,SO3,OT,0.005,99.695
SO3M3,ICE,SO3,OT,0.005,99.62
SO3U3,ICE,SO3,OT,0.005,99.545
SO3Z3,ICE,SO3,OT,0.005,99.475
SO3H4,ICE,SO3,OT,0.005,99.41
SO3M4,ICE,SO3,OT,0.005,99.345
SO3U4,ICE,SO3,OT,0.005,99.285
SO3Z4,ICE,SO3,OT,0.005,99.24
SO3H5,ICE,SO3,OT,0.005,99.195
SO3M5,ICE,SO3,OT,0.005,99.15
SO3U5,ICE,SO3,OT,0.005,99.11
SO3Z5,ICE,SO3,OT,0.005,99.075
SO3H6,ICE,SO3,OT,0.005,99.035
SO3M6,ICE,SO3,OT,0.005,99.005
SO3U6,ICE,SO3,OT,0.005,98.97
SO3Z6,ICE,SO3,OT,0.005,98.95
SO3H7,ICE,,,,
SO3M7,ICE,,,,
LM1,ICE,L,OT,0.005,99.92
LU1,ICE,L,OT,0.005,99.92
LZ1,ICE,L,OT,0.005,99.88
LH2,ICE,L,OT,0.005,99.8
LM2,ICE,L,OT,0.005,99.755
LU2,ICE,L,OT,0.005,99.705
LZ2,ICE,L,OT,0.005,99.64
LH3,ICE,L,OT,0.005,99.575
LM3,ICE,L,OT,0.005,99.5
LU3,ICE,L,OT,0.005,99.425
LZ3,ICE,L,OT,0.005,99.355
LH4,ICE,L,OT,0.005,99.29
LM4,ICE,L,OT,0.005,99.225
LU4,ICE,L,OT,0.005,99.165
LZ4,ICE,L,OT,0.005,99.12
LH5,ICE,L,OT,0.005,99.075
LM5,ICE,L,OT,0.005,99.03
LU5,ICE,L,OT,0.005,98.99
LZ5,ICE,L,OT,0.005,98.955
LH6,ICE,L,OT,0.005,98.915
LM6,ICE,L,OT,0.005,98.885
LU6,ICE,L,OT,0.005,98.85
LZ6,ICE,L,OT,0.005,98.83
LH7,ICE,L,OT,0.005,98.81
LM7,ICE,,,,
IZ9,ICE,,,,
TWSH0,ICE,,,,
I:BND2:Z19,ICE,,,,
OH0,ICE,,,,
I:PKWH:Z19,ICE,,,,
I:PKRE:Z20,ICE,,,,
IM1,ICE,I,OT,0.005,100.54
IU1,ICE,I,OT,0.005,100.535
IZ1,ICE,I,OT,0.005,100.54
IH2,ICE,I,OT,0.005,100.53
IM2,ICE,I,OT,0.005,100.52
IU2,ICE,I,OT,0.005,100.51
IZ2,ICE,I,OT,0.005,100.485
IH3,ICE,I,OT,0.005,100.455
IM3,ICE,I,OT,0.005,100.425
IU3,ICE,I,OT,0.005,100.39
IZ3,ICE,I,OT,0.005,100.35
IH4,ICE,I,OT,0.005,100.305
IM4,ICE,I,OT,0.005,100.255
IU4,ICE,I,OT,0.005,100.205
IZ4,ICE,I,OT,0.005,100.15
IH5,ICE,I,OT,0.005,100.1
IM5,ICE,I,OT,0.005,100.045
IU5,ICE,I,OT,0.005,99.995
IZ5,ICE,I,OT,0.005,99.945
IH6,ICE,I,OT,0.005,99.9
IM6,ICE,I,OT,0.005,99.85
IU6,ICE,I,OT,0.005,99.805
IZ6,ICE,I,OT,0.005,99.75
IH7,ICE,I,OT,0.005,99.7
IM7,ICE,,,,
BTMH1,ICE,,,,
BTMJ1,ICE,,,,
BTMK1,ICE,BTM,OT,2.5,50640
BTMM1,ICE,BTM,OT,2.5,51302.5
BTMN1,ICE,BTM,OT,2.5,52077.5
BTMQ1,ICE,BTM,OT,2.5,52992.5
BTMU1,ICE,BTM,OT,2.5,53742.5
BTCH1,CME,,,,
BTCJ1,CME,BTC,OT,5,50845
BTCK1,CME,BTC,OT,5,51045
BTCM1,CME,BTC,OT,5,51345
BTCN1,CME,BTC,OT,5,51840
BTCQ1,CME,BTC,OT,5,52280
BTCU1,CME,BTC,OT,5,52855
OSNJ21,CURVE,OSN,OT,0.005,99.95
OSNK21,CURVE,OSN,OT,0.005,99.95
OSNM21,CURVE,OSN,OT,0.005,99.95
OSNN21,CURVE,OSN,OT,0.005,99.95
OSNQ21,CURVE,OSN,OT,0.005,99.95
OSNU21,CURVE,OSN,OT,0.005,99.95
OSNV21,CURVE,OSN,OT,0.005,99.95
OSNX21,CURVE,OSN,OT,0.005,99.95
OSNZ21,CURVE,OSN,OT,0.005,99.945
OSNF22,CURVE,OSN,OT,0.005,99.935
OSNG22,CURVE,OSN,OT,0.005,99.93
OSNH22,CURVE,OSN,OT,0.005,99.925
OSNJ22,CURVE,OSN,OT,0.005,99.915
OSNK22,CURVE,,,,
OSNM22,CURVE,,,,
OSNN22,CURVE,,,,
OSNQ22,CURVE,,,,
OSNU22,CURVE,,,,
OSNV22,CURVE,,,,
OSNX22,CURVE,,,,
OSNZ22,CURVE,,,,
OSNF23,CURVE,,,,
OSNG23,CURVE,,,,
OSNH23,CURVE,,,,
SONH21,CURVE,SON,OT,0.005,99.955
SONM21,CURVE,SON,OT,0.005,99.955
SONU21,CURVE,SON,OT,0.005,99.95
SONZ21,CURVE,SON,OT,0.005,99.935
SONH22,CURVE,SON,OT,0.005,99.915
SONM22,CURVE,SON,OT,0.005,99.87
SONU22,CURVE,SON,OT,0.005,99.825
SONZ22,CURVE,SON,OT,0.005,99.755
SONH23,CURVE,SON,OT,0.005,99.69
SONM23,CURVE,SON,OT,0.005,99.62
SONU23,CURVE,SON,OT,0.005,99.545
SONZ23,CURVE,SON,OT,0.005,99.475
SONH24,CURVE,SON,OT,0.005,99.41
SONM24,CURVE,SON,OT,0.005,99.335
SONU24,CURVE,SON,OT,0.005,99.28
SONZ24,CURVE,SON,OT,0.005,99.23
SONH25,CURVE,SON,OT,0.005,99.195
SONM25,CURVE,SON,OT,0.005,99.15
SONU25,CURVE,SON,OT,0.005,99.11
SONZ25,CURVE,SON,OT,0.005,99.07
SONH26,CURVE,SON,OT,0.005,99.035
SONM26,CURVE,SON,OT,0.005,99
SONU26,CURVE,SON,OT,0.005,98.965
SONZ26,CURVE,SON,OT,0.005,98.95
SONH27,CURVE,SON,OT,0.005,98.93
SONM27,CURVE,,,,
STLM21,CURVE,STL,OT,0.005,99.92
STLU21,CURVE,STL,OT,0.005,99.92
STLZ21,CURVE,STL,OT,0.005,99.88
STLH22,CURVE,STL,OT,0.005,99.8
STLM22,CURVE,STL,OT,0.005,99.76
STLU22,CURVE,STL,OT,0.005,99.71
STLZ22,CURVE,STL,OT,0.005,99.64
STLH23,CURVE,STL,OT,0.005,99.575
STLM23,CURVE,STL,OT,0.005,99.5
STLU23,CURVE,STL,OT,0.005,99.425
STLZ23,CURVE,STL,OT,0.005,99.355
STLH24,CURVE,STL,OT,0.005,99.29
STLM24,CURVE,STL,OT,0.005,99.225
STLU24,CURVE,STL,OT,0.005,99.16
STLZ24,CURVE,STL,OT,0.005,99.12
STLH25,CURVE,STL,OT,0.005,99.075
STLM25,CURVE,STL,OT,0.005,99.035
STLU25,CURVE,STL,OT,0.005,98.99
STLZ25,CURVE,STL,OT,0.005,98.95
STLH26,CURVE,STL,OT,0.005,98.92
STLM26,CURVE,STL,OT,0.005,98.885
STLU26,CURVE,STL,OT,0.005,98.85
STLZ26,CURVE,STL,OT,0.005,98.835
STLH27,CURVE,STL,OT,0.005,98.81
STLM27,CURVE,,,,
EUIM21,CURVE,EUI,OT,0.005,100.54
EUIU21,CURVE,EUI,OT,0.005,100.535
EUIZ21,CURVE,EUI,OT,0.005,100.54
EUIH22,CURVE,EUI,OT,0.005,100.53
EUIM22,CURVE,EUI,OT,0.005,100.52
EUIU22,CURVE,EUI,OT,0.005,100.51
EUIZ22,CURVE,EUI,OT,0.005,100.485
EUIH23,CURVE,EUI,OT,0.005,100.455
EUIM23,CURVE,EUI,OT,0.005,100.425
EUIU23,CURVE,EUI,OT,0.005,100.395
EUIZ23,CURVE,EUI,OT,0.005,100.355
EUIH24,CURVE,EUI,OT,0.005,100.31
EUIM24,CURVE,EUI,OT,0.005,100.255
EUIU24,CURVE,EUI,OT,0.005,100.21
EUIZ24,CURVE,EUI,OT,0.005,100.155
EUIH25,CURVE,EUI,OT,0.005,100.1
EUIM25,CURVE,EUI,OT,0.005,100.045
EUIU25,CURVE,EUI,OT,0.005,99.995
EUIZ25,CURVE,EUI,OT,0.005,99.945
EUIH26,CURVE,EUI,OT,0.005,99.9
EUIM26,CURVE,EUI,OT,0.005,99.85
EUIU26,CURVE,EUI,OT,0.005,99.805
EUIZ26,CURVE,EUI,OT,0.005,99.755
EUIH27,CURVE,EUI,OT,0.005,99.705
EUIM27,CURVE,,,,
SNAH21,CURVE,SNA,OT,0.005,99.955
SNAM21,CURVE,SNA,OT,0.005,99.955
SNAU21,CURVE,SNA,OT,0.005,99.95
SNAZ21,CURVE,SNA,OT,0.005,99.935
SNAH22,CURVE,SNA,OT,0.005,99.915
SNAM22,CURVE,SNA,OT,0.005,99.87
SNAU22,CURVE,SNA,OT,0.005,99.825
SNAZ22,CURVE,SNA,OT,0.005,99.755
SNAH23,CURVE,SNA,OT,0.005,99.69
SNAM23,CURVE,SNA,OT,0.005,99.62
SNAU23,CURVE,SNA,OT,0.005,99.545
SNAZ23,CURVE,SNA,OT,0.005,99.475
SNAH24,CURVE,SNA,OT,0.005,99.41
SNAM24,CURVE,SNA,OT,0.005,99.335
SNAU24,CURVE,SNA,OT,0.005,99.28
SNAZ24,CURVE,SNA,OT,0.005,99.23
SNAH25,CURVE,SNA,OT,0.005,99.195
SNAM25,CURVE,SNA,OT,0.005,99.15
SNAU25,CURVE,SNA,OT,0.005,99.11
SNAZ25,CURVE,SNA,OT,0.005,99.07
SNAH26,CURVE,SNA,OT,0.005,99.035
SNAM26,CURVE,SNA,OT,0.005,99
SNAU26,CURVE,SNA,OT,0.005,98.965
SNAZ26,CURVE,SNA,OT,0.005,98.95
SNAH27,CURVE,SNA,OT,0.005,98.93
SNAM27,CURVE,,,,
STGM21,CURVE,STG,OT,0.005,99.92
STGU21,CURVE,STG,OT,0.005,99.92
STGZ21,CURVE,STG,OT,0.005,99.88
STGH22,CURVE,STG,OT,0.005,99.8
STGM22,CURVE,STG,OT,0.005,99.76
STGU22,CURVE,STG,OT,0.005,99.71
STGZ22,CURVE,STG,OT,0.005,99.64
STGH23,CURVE,STG,OT,0.005,99.575
STGM23,CURVE,STG,OT,0.005,99.5
STGU23,CURVE,STG,OT,0.005,99.425
STGZ23,CURVE,STG,OT,0.005,99.355
STGH24,CURVE,STG,OT,0.005,99.29
STGM24,CURVE,STG,OT,0.005,99.225
STGU24,CURVE,STG,OT,0.005,99.16
STGZ24,CURVE,STG,OT,0.005,99.12
STGH25,CURVE,STG,OT,0.005,99.075
STGM25,CURVE,STG,OT,0.005,99.035
STGU25,CURVE,STG,OT,0.005,98.99
STGZ25,CURVE,STG,OT,0.005,98.95
STGH26,CURVE,STG,OT,0.005,98.92
STGM26,CURVE,STG,OT,0.005,98.885
STGU26,CURVE,STG,OT,0.005,98.85
STGZ26,CURVE,STG,OT,0.005,98.835
STGH27,CURVE,STG,OT,0.005,98.81
STGM27,CURVE,,,,
OSAJ21,CURVE,OSA,OT,0.005,99.95
OSAK21,CURVE,OSA,OT,0.005,99.95
OSAM21,CURVE,OSA,OT,0.005,99.95
OSAN21,CURVE,OSA,OT,0.005,99.95
OSAQ21,CURVE,OSA,OT,0.005,99.95
OSAU21,CURVE,OSA,OT,0.005,99.95
OSAV21,CURVE,OSA,OT,0.005,99.95
OSAX21,CURVE,OSA,OT,0.005,99.95
OSAZ21,CURVE,OSA,OT,0.005,99.945
OSAF22,CURVE,OSA,OT,0.005,99.935
OSAG22,CURVE,OSA,OT,0.005,99.93
OSAH22,CURVE,OSA,OT,0.005,99.925
OSAJ22,CURVE,OSA,OT,0.005,99.915
OSAK22,CURVE,,,,
OSAM22,CURVE,,,,
OSAN22,CURVE,,,,
OSAQ22,CURVE,,,,
OSAU22,CURVE,,,,
OSAV22,CURVE,,,,
OSAX22,CURVE,,,,
OSAZ22,CURVE,,,,
GEM1,CME,GE,OT,0.5,9981.5
GEU1,CME,GE,OT,0.5,9980.5
GEZ1,CME,GE,OT,0.5,9974.5
GEH2,CME,GE,OT,0.5,9977.5
GEM2,CME,GE,OT,0.5,9973
GEU2,CME,GE,OT,0.5,9967
GEZ2,CME,GE,OT,0.5,9956
GEH3,CME,GE,OT,0.5,9947.5
GEM3,CME,GE,OT,0.5,9933.5
GEU3,CME,GE,OT,0.5,9911
GEZ3,CME,GE,OT,0.5,9896
GEH4,CME,GE,OT,0.5,9881
GEM4,CME,GE,OT,0.5,9865.5
GEU4,CME,GE,OT,0.5,9851.5
GEZ4,CME,GE,OT,0.5,9839.5
GEH5,CME,GE,OT,0.5,9829.5
GEM5,CME,GE,OT,0.5,9819.5
GEU5,CME,GE,OT,0.5,9811
GEZ5,CME,GE,OT,0.5,9801.5
GEH6,CME,GE,OT,0.5,9794.5
GEM6,CME,GE,OT,0.5,9787
GEU6,CME,GE,OT,0.5,9780.5
GEZ6,CME,GE,OT,0.5,9773.5
GEH7,CME,GE,OT,0.5,9768.5
GEM7,CME,GE,OT,0.5,9763
SF3H1,ICE,SF3,OT,0.0025,99.985
SF3M1,ICE,SF3,OT,0.0025,99.9625
SF3U1,ICE,SF3,OT,0.0025,99.9525
SF3Z1,ICE,SF3,OT,0.0025,99.9425
SF3H2,ICE,SF3,OT,0.0025,99.9225
SF3M2,ICE,SF3,OT,0.0025,99.885
SF3U2,ICE,SF3,OT,0.0025,99.8325
SF3Z2,ICE,SF3,OT,0.0025,99.7575
SF3H3,ICE,SF3,OT,0.0025,99.655
SF3M3,ICE,SF3,OT,0.0025,99.52
SF3U3,ICE,SF3,OT,0.0025,99.37
SF3Z3,ICE,SF3,OT,0.0025,99.2175
SF3H4,ICE,SF3,OT,0.0025,99.0675
SF3M4,ICE,SF3,OT,0.0025,98.9125
SF3U4,ICE,SF3,OT,0.0025,98.7725
SF3Z4,ICE,SF3,OT,0.0025,98.6525
SF3H5,ICE,SF3,OT,0.0025,98.5475
SF3M5,ICE,SF3,OT,0.0025,98.4475
